model,seed,generation,name,label,detail
qwen3.5-9b,0,34,,code_generation,no class definition found
qwen3.5-9b,0,35,AdaptiveCovarianceEvolutionarySwarmOpt,interface_mismatch,__call__ failed: 'AdaptiveCovarianceEvolutionarySwarmOpt' object is not callable
qwen3.5-9b,0,36,AdaptiveGradientInformedSwarmEvolutionaryOptimizer,runtime_error,IndexError: index 5 is out of bounds for axis 0 with size 2
qwen3.5-9b,0,37,AdaptiveGradientHybridSwarm,code_generation,"invalid syntax (<unknown>, line 91)"
qwen3.5-9b,0,38,DynamicCovarianceAdaptiveParticleEvolutionarySolver,interface_mismatch,__call__ failed: object of type 'numpy.int64' has no len()
qwen3.5-9b,0,39,HybridEvolutionaryGradientSearchOptimizer,interface_mismatch,__call__ failed: 'HybridEvolutionaryGradientSearchOptimizer' object is not callable
qwen3.5-9b,0,40,DifferentialHarmonyOptimization,import_violation,typing is currently not allowed to be imported in this framework.
qwen3.5-9b,0,41,EvolutionaryStrategicOptimบอล,code_generation,"unterminated string literal (detected at line 95) (<unknown>, line 95)"
qwen3.5-9b,0,42,EnhancedEvolutionarySwarmSolver,code_generation,"'(' was never closed (<unknown>, line 7)"
qwen3.5-9b,0,43,SelfAdaptiveSwarmOptimizer,code_generation,"invalid syntax (<unknown>, line 20)"
qwen3.5-9b,0,44,AdaptiveCovarianceEvolutionarySwarm,runtime_error,AttributeError: 'AdaptiveCovarianceEvolutionarySwarm' object has no attribute '_update_scale_factor'
qwen3.5-9b,0,45,AdaptiveEvolutionarySwarmSolver,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,0,46,AdaptiveHarmonyEvolutionarySolver,runtime_error,NameError: name 'budget' is not defined
qwen3.5-9b,0,47,AdaptiveCrossoverDifferentialSwarm,runtime_error,__init__ raised AttributeError: 'NoneType' object has no attribute 'copy'
qwen3.5-9b,0,48,,code_generation,no class definition found
qwen3.5-9b,0,49,MultiVectorAdaptiveSearch,runtime_error,__init__ raised AttributeError: 'MultiVectorAdaptiveSearch' object has no attribute '_create_profile'
qwen3.5-9b,0,50,AdaptiveParabolicApproximationSearch,code_generation,"'(' was never closed (<unknown>, line 32)"
qwen3.5-9b,0,52,QuantumInspiredEvolutionarySwarmOptimizer,runtime_error,NameError: name 'gauss' is not defined
qwen3.5-9b,0,53,DAMMO,interface_mismatch,__call__ failed: 'DAMMO' object is not callable
qwen3.5-9b,0,54,AdaptiveEvolutionarySwarmSolver,code_generation,"invalid syntax (<unknown>, line 37)"
qwen3.5-9b,0,55,DifferentialCovarianceAdaptable,import_violation,time is currently not allowed to be imported in this framework.
qwen3.5-9b,0,56,HarmonicSwarmConvergence,runtime_error,NameError: name 'dim' is not defined
qwen3.5-9b,0,57,DynamicPopulationAdaptedSwarmOptimizer,runtime_error,__init__ raised NameError: name 'init_pop_size' is not defined
qwen3.5-9b,0,58,AMP_AffineBBOB_Solver,runtime_error,NameError: name 'dim' is not defined
qwen3.5-9b,0,59,DynamicConvergenceSpiralOptimizer,runtime_error,__init__ raised AttributeError: 'DynamicConvergenceSpiralOptimizer' object has no attribute 'func'
qwen3.5-9b,0,60,Name,code_generation,"unexpected indent (<unknown>, line 3)"
qwen3.5-9b,0,61,QuantumAnnelingDifferentialEvolver,runtime_error,__init__ raised ZeroDivisionError: integer division or modulo by zero
qwen3.5-9b,0,62,HierarchicalBayesianCoralReefOptimization,code_generation,"expected an indented block after 'for' statement on line 28 (<unknown>, line 28)"
qwen3.5-9b,0,63,HARESolver,unclassified_success,ok
qwen3.5-9b,0,64,SkewedCooperativeDifferentialMetaEvolutioner,interface_mismatch,__init__ failed: uniform() takes at most 3 positional arguments (4 given)
qwen3.5-9b,0,65,MultiPhaseBalancingSearchOptimizer,runtime_error,__init__ raised AttributeError: 'MultiPhaseBalancingSearchOptimizer' object has no attribute 'dimension_grouped'
qwen3.5-9b,0,67,CognitiveMapGuidedOptimizer,interface_mismatch,__call__ failed: 'CognitiveMapGuidedOptimizer' object is not callable
qwen3.5-9b,0,68,AdaptiveQuantumSwarmOptimizer,import_violation,json is currently not allowed to be imported in this framework.
qwen3.5-9b,0,69,,code_generation,no class definition found
qwen3.5-9b,0,70,EvoScaleAdaptiveBoundaryOptimizer,code_generation,"closing parenthesis ']' does not match opening parenthesis '(' (<unknown>, line 141)"
qwen3.5-9b,0,71,DNGAPO,code_generation,"invalid syntax (<unknown>, line 11)"
qwen3.5-9b,0,72,GlobalAdaptiveResponseStrategyOptimizer,code_generation,"unterminated string literal (detected at line 84) (<unknown>, line 84)"
qwen3.5-9b,0,73,HiSAP,runtime_error,AttributeError: 'float' object has no attribute 'clip'
qwen3.5-9b,0,74,RefinedSelfAdaptiveHybridOptimizer,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,0,75,SelfAdaptiveMultiGranularityOptimier,interface_mismatch,__call__ failed: 'SelfAdaptiveMultiGranularityOptimier' object is not callable
qwen3.5-9b,0,76,,code_generation,no class definition found
qwen3.5-9b,0,77,AdaptiveRigorousEvolutionOptimizer,code_generation,"expected an indented block after function definition on line 5 (<unknown>, line 11)"
qwen3.5-9b,0,78,AdaptiveHybridEvolutionarySearch,interface_mismatch,__init__ failed: '>' not supported between instances of 'int' and 'NoneType'
qwen3.5-9b,0,79,DynamicCoopEvoOptimizer,code_generation,"'(' was never closed (<unknown>, line 222)"
qwen3.5-9b,0,80,AdaptiveEvolutionarySearchOptimizer,runtime_error,AttributeError: 'AdaptiveEvolutionarySearchOptimizer' object has no attribute '_adjust_exploration'
qwen3.5-9b,0,81,DynamicAdaptiveMultiStrategyEvolutionaryOptimizer,runtime_error,AttributeError: 'DynamicAdaptiveMultiStrategyEvolutionaryOptimizer' object has no attribute 'f_prev_opt'
qwen3.5-9b,0,82,AdaptiveMomentumCooperativeOptimizer,code_generation,"unmatched ')' (<unknown>, line 259)"
qwen3.5-9b,0,83,,code_generation,no class definition found
qwen3.5-9b,0,84,QuantumInspiredTopologyOpt,runtime_error,AttributeError: 'QuantumInspiredTopologyOpt' object has no attribute 'new_candidate'
qwen3.5-9b,0,85,DynamicNetworkDiversityOptimizer,runtime_error,__init__ raised AttributeError: 'DynamicNetworkDiversityOptimizer' object has no attribute 'fmat'
qwen3.5-9b,0,86,AdaptiveTrajectoryInspiredEvolutionarySearch,code_generation,"unexpected indent (<unknown>, line 136)"
qwen3.5-9b,0,87,,code_generation,no class definition found
qwen3.5-9b,0,88,AdaptiveHierarchicalHypercubeSearch,code_generation,"expected '(' (<unknown>, line 115)"
qwen3.5-9b,0,89,AdaptiveMultiModalCoEvolutionaryOptimizer,runtime_error,__init__ raised NameError: name 'upgrade_ratio' is not defined
qwen3.5-9b,0,90,AdaptiveRadialHybridSearch,interface_mismatch,__call__ failed: absolute() got an unexpected keyword argument 'axis'
qwen3.5-9b,0,91,ProgressiveAdaptiveEvolutionaryOptimizer,interface_mismatch,__call__ failed: 'ProgressiveAdaptiveEvolutionaryOptimizer' object is not callable
qwen3.5-9b,0,92,DiverseStrategyAdaptiveCoordinator,code_generation,"unterminated string literal (detected at line 57) (<unknown>, line 57)"
qwen3.5-9b,0,93,ConquestDirectionalAdaptiveExplorationOptimizer,code_generation,"unmatched ')' (<unknown>, line 337)"
qwen3.5-9b,0,94,AdaptiveSwarmDiversificationOptimizer,code_generation,"unterminated string literal (detected at line 61) (<unknown>, line 61)"
qwen3.5-9b,0,95,DynamicDiversityAdaptiveEvolutionaryOptimizer,runtime_error,NameError: name 'budget' is not defined
qwen3.5-9b,0,96,AdaptiveRadialSearchOptimizer,interface_mismatch,__call__ failed: 'AdaptiveRadialSearchOptimizer' object is not callable
qwen3.5-9b,0,97,MemoryAdaptiveHybridCovarianceOptimizer,code_generation,"unterminated string literal (detected at line 60) (<unknown>, line 60)"
qwen3.5-9b,0,98,NegotiatedQuantumEvolutionaryOptimizer,runtime_error,__init__ raised AttributeError: 'NegotiatedQuantumEvolutionaryOptimizer' object has no attribute 'exploration_decay'
qwen3.5-9b,0,99,QA_SIMBAL_Optimizer,code_generation,"unmatched ')' (<unknown>, line 126)"
qwen3.5-9b,1,1,AdaptivePatternSearch,code_generation,"unterminated string literal (detected at line 67) (<unknown>, line 67)"
qwen3.5-9b,1,2,,code_generation,no class definition found
qwen3.5-9b,1,3,,code_generation,no class definition found
qwen3.5-9b,1,4,AdaptiveDE,interface_mismatch,__call__ failed: 'AdaptiveDE' object is not callable
qwen3.5-9b,1,5,AdaptiveSwarmSearch,interface_mismatch,__call__ failed: cannot unpack non-iterable float object
qwen3.5-9b,1,6,AdaptiveRandomSearch,code_generation,"unterminated string literal (detected at line 67) (<unknown>, line 67)"
qwen3.5-9b,1,7,,code_generation,no class definition found
qwen3.5-9b,1,8,AdaptiveEliteReservoirSearch,import_violation,scipy.spatial.distance is currently not allowed to be imported in this framework.
qwen3.5-9b,1,9,AdaptivePerturbationSearch,code_generation,"expected an indented block after function definition on line 4 (<unknown>, line 4)"
qwen3.5-9b,1,10,AdaptiveEvolutionarySearch,interface_mismatch,__call__ failed: 'AdaptiveEvolutionarySearch' object is not callable
qwen3.5-9b,1,11,AdaptiveDifferentialSearch,unclassified_success,ok
qwen3.5-9b,1,12,DifferentialEvolution,interface_mismatch,__call__ failed: 'DifferentialEvolution' object is not callable
qwen3.5-9b,1,13,AdaptivePatternSearch,runtime_error,ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
qwen3.5-9b,1,14,AdaptiveNeighborhoodSearch,runtime_error,AttributeError: 'AdaptiveNeighborhoodSearch' object has no attribute '_adaptive_search_step'
qwen3.5-9b,1,15,AdaptiveMutationEvolution,runtime_error,__init__ raised NameError: name 'func' is not defined
qwen3.5-9b,1,16,AdaptiveDirectionalRandomWalk,code_generation,"expected an indented block after function definition on line 4 (<unknown>, line 4)"
qwen3.5-9b,1,17,,code_generation,no class definition found
qwen3.5-9b,1,18,AdaptiveEvolutionSearch,code_generation,"'(' was never closed (<unknown>, line 43)"
qwen3.5-9b,1,19,AdaptiveDifferentialEvolution,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,1,20,ImprovedSearch,runtime_error,NameError: name 'x_opt' is not defined
qwen3.5-9b,1,21,,code_generation,no class definition found
qwen3.5-9b,1,22,AdaptiveDirectionalSearch,code_generation,"invalid syntax (<unknown>, line 123)"
qwen3.5-9b,1,23,AdaptiveGoalSearch,code_generation,"'break' outside loop (<string>, line 88)"
qwen3.5-9b,1,24,AdaptiveEllipticalSearch,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,1,25,DifferentialEvolutionOptimizer,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,1,26,AdaptiveDifferentialSearch,runtime_error,__init__ raised AttributeError: 'AdaptiveDifferentialSearch' object has no attribute '_evaluate_population'
qwen3.5-9b,1,28,AdaptiveCrossoverMutationStrategy,runtime_error,__init__ raised NameError: name 'f_opt' is not defined
qwen3.5-9b,1,29,AdaptiveRandomSearch,code_generation,"expected an indented block after function definition on line 2 (<unknown>, line 2)"
qwen3.5-9b,1,30,,code_generation,no class definition found
qwen3.5-9b,1,31,,code_generation,no class definition found
qwen3.5-9b,1,32,SAGW,interface_mismatch,__call__ failed: 'SAGW' object is not callable
qwen3.5-9b,1,33,AdaptiveCooperativeGradientEvolution,unclassified_success,ok
qwen3.5-9b,1,34,,code_generation,no class definition found
qwen3.5-9b,1,35,AdaptivePopulationSearch,code_generation,"'(' was never closed (<unknown>, line 34)"
qwen3.5-9b,1,36,,code_generation,no class definition found
qwen3.5-9b,1,37,Name,code_generation,"unexpected indent (<unknown>, line 3)"
qwen3.5-9b,1,38,AdaptiveDifferentialEvolution,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,1,39,,code_generation,no class definition found
qwen3.5-9b,1,40,,code_generation,no class definition found
qwen3.5-9b,1,41,APS,code_generation,"invalid syntax (<unknown>, line 77)"
qwen3.5-9b,1,42,,code_generation,no class definition found
qwen3.5-9b,1,44,AdaptiveGaussianSearch,code_generation,"cannot use assignment expressions with comparison (<unknown>, line 54)"
qwen3.5-9b,1,45,,code_generation,no class definition found
qwen3.5-9b,1,46,VortexSearch,import_violation,typing is currently not allowed to be imported in this framework.
qwen3.5-9b,1,47,ExpandedSearch,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,1,48,AdaptiveDifferentialEvolution,runtime_error,UnboundLocalError: cannot access local variable 'idx2' where it is not associated with a value
qwen3.5-9b,1,49,AdaptiveDifferentialEvolution,runtime_error,ValueError: Cannot take a larger sample than population when replace is False
qwen3.5-9b,1,50,,code_generation,no class definition found
qwen3.5-9b,1,51,AdaptiveAdaptiveSearch,runtime_error,ZeroDivisionError: float division by zero
qwen3.5-9b,1,52,AdaptiveRandomizedDifferentialEvolution,code_generation,"invalid syntax (<unknown>, line 141)"
qwen3.5-9b,1,53,AdaptiveDifferentialSearch,code_generation,"invalid syntax (<unknown>, line 65)"
qwen3.5-9b,1,54,DE_APR,runtime_error,"ValueError: all the input array dimensions except for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 0 and the array at index 1 has size 2"
qwen3.5-9b,1,55,,code_generation,no class definition found
qwen3.5-9b,1,56,,code_generation,no class definition found
qwen3.5-9b,1,57,,code_generation,no class definition found
qwen3.5-9b,1,58,,code_generation,no class definition found
qwen3.5-9b,1,59,CMAES,code_generation,"invalid syntax (<unknown>, line 65)"
qwen3.5-9b,1,60,GaussianAdaptiveSearch,import_violation,"typing, typing are currently not allowed to be imported in this framework."
qwen3.5-9b,1,61,ANRS,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,1,62,PSO,runtime_error,IndexError: arrays used as indices must be of integer (or boolean) type
qwen3.5-9b,1,64,AdaptiveDE,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,1,65,AdaptiveRandomSearch,code_generation,"invalid syntax (<unknown>, line 10)"
qwen3.5-9b,1,66,DifferentialEvolution,code_generation,"unterminated string literal (detected at line 124) (<unknown>, line 124)"
qwen3.5-9b,1,67,AdaptiveGaussian,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,1,68,AdaptivePopulationSearch,code_generation,"invalid syntax. Maybe you meant '==' or ':=' instead of '='? (<unknown>, line 43)"
qwen3.5-9b,1,69,AdaptiveEvolutionarySearch,code_generation,"invalid syntax (<unknown>, line 51)"
qwen3.5-9b,1,70,PseudoGradedDifferentialSearch,code_generation,"unterminated string literal (detected at line 55) (<unknown>, line 55)"
qwen3.5-9b,1,71,,code_generation,no class definition found
qwen3.5-9b,1,72,AdaptiveDE,runtime_error,AttributeError: 'AdaptiveDE' object has no attribute '_differential_evolution'
qwen3.5-9b,1,73,,code_generation,no class definition found
qwen3.5-9b,1,74,,code_generation,no class definition found
qwen3.5-9b,1,75,,code_generation,no class definition found
qwen3.5-9b,1,76,AdaptiveEvolutionStrategy,import_violation,typing is currently not allowed to be imported in this framework.
qwen3.5-9b,1,77,AdaptiveStochasticSearch,runtime_error,NameError: name 'sigma_init' is not defined
qwen3.5-9b,1,78,,code_generation,no class definition found
qwen3.5-9b,1,79,AdaptiveEvolutionSearch,runtime_error,__init__ raised NameError: name 'np' is not defined
qwen3.5-9b,1,80,AdaptiveMutationSearch,code_generation,"invalid syntax (<unknown>, line 21)"
qwen3.5-9b,1,81,name,code_generation,"unexpected indent (<unknown>, line 3)"
qwen3.5-9b,1,82,AdaptiveDE,runtime_error,ValueError: setting an array element with a sequence.
qwen3.5-9b,1,83,AdaptiveSearch,unclassified_success,ok
qwen3.5-9b,1,84,AdaptiveNicheDifferentialSearch,code_generation,"invalid syntax (<unknown>, line 61)"
qwen3.5-9b,1,85,AdaptiveGlobalSearch,interface_mismatch,__call__ failed: 'list' object cannot be interpreted as an integer
qwen3.5-9b,1,86,AdaptiveCoordinateES,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,1,87,DifferentialEvolutionAMR,runtime_error,NameError: name 'adaptive_stage' is not defined
qwen3.5-9b,1,88,MultiRescaleAdaptiveSearch,interface_mismatch,__call__ failed: 'numpy.float64' object is not iterable
qwen3.5-9b,1,89,,code_generation,no class definition found
qwen3.5-9b,1,90,AdaptiveES,runtime_error,__init__ raised NameError: name 'np' is not defined
qwen3.5-9b,1,91,Name,code_generation,no class definition found
qwen3.5-9b,1,92,AdaptiveCovarianceMC,runtime_error,AttributeError: 'AdaptiveCovarianceMC' object has no attribute 'x_history'
qwen3.5-9b,1,93,AdaptiveStepSearch,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,1,94,DifferentialEvolution,code_generation,"unmatched ')' (<unknown>, line 96)"
qwen3.5-9b,1,95,AdaptiveCovarianceEvolution,code_generation,"invalid syntax (<unknown>, line 49)"
qwen3.5-9b,1,96,,code_generation,no class definition found
qwen3.5-9b,1,97,,code_generation,"'(' was never closed (<unknown>, line 3)"
qwen3.5-9b,1,98,DifferentialEvolution,runtime_error,NameError: name 'budget' is not defined
qwen3.5-9b,1,99,,code_generation,no class definition found
qwen3.5-9b,2,1,,code_generation,no class definition found
qwen3.5-9b,2,2,,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,2,3,,code_generation,no class definition found
qwen3.5-9b,2,5,AdaptiveDESearch,runtime_error,NameError: name 'budget' is not defined
qwen3.5-9b,2,6,LevyFlightSearch,runtime_error,AttributeError: 'NoneType' object has no attribute 'compute_levy_step'
qwen3.5-9b,2,8,QuantumInspiredCoopSearch,interface_mismatch,__call__ failed: 'QuantumInspiredCoopSearch' object is not callable
qwen3.5-9b,2,9,AdaptiveCovariancePopulationSearch,interface_mismatch,__call__ failed: 'AdaptiveCovariancePopulationSearch' object is not callable
qwen3.5-9b,2,10,DiversityEnhancedAdaptiveSearch,runtime_error,NameError: name 'dim' is not defined
qwen3.5-9b,2,11,AdaptiveCovarianceDifferentialEvolution,code_generation,"invalid syntax (<unknown>, line 184)"
qwen3.5-9b,2,12,,code_generation,no class definition found
qwen3.5-9b,2,13,AdaptivePerturbationSearch,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,2,14,,code_generation,no class definition found
qwen3.5-9b,2,15,,code_generation,no class definition found
qwen3.5-9b,2,17,AdaptiveEnsembleCMA,interface_mismatch,__call__ failed: loop of ufunc does not support argument 0 of type NoneType which has no callable sqrt method
qwen3.5-9b,2,18,,code_generation,no class definition found
qwen3.5-9b,2,19,MultiPhaseAdaptiveSearch,code_generation,"unterminated string literal (detected at line 94) (<unknown>, line 94)"
qwen3.5-9b,2,21,CooperativeMemorySearch,runtime_error,NameError: name 'n_agents' is not defined
qwen3.5-9b,2,22,CovarianceMomentumSearch,runtime_error,ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
qwen3.5-9b,2,23,AdaptiveCovarianceEvolutionSearch,code_generation,"invalid syntax (<unknown>, line 168)"
qwen3.5-9b,2,24,CovarianceAdaptiveElasticSearch,runtime_error,UnboundLocalError: cannot access local variable 'fg' where it is not associated with a value
qwen3.5-9b,2,25,DifferentialAdaptiveSearch,runtime_error,timeout: exceeded 10s smoke-test budget
qwen3.5-9b,2,26,BalancedDifferentialSearch,code_generation,"invalid syntax (<unknown>, line 45)"
qwen3.5-9b,2,27,,code_generation,no class definition found
qwen3.5-9b,2,28,HybridMultiPointAdaptiveSearch,runtime_error,timeout: exceeded 10s smoke-test budget
qwen3.5-9b,2,29,CovarianceAdaptiveSearch,interface_mismatch,__call__ failed: 'CovarianceAdaptiveSearch' object is not callable
qwen3.5-9b,2,30,AdaptiveLearningDifferentialEvolution,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,2,31,AMSS,interface_mismatch,__call__ failed: 'AMSS' object is not callable
qwen3.5-9b,2,32,DirectionAwareCovarianceSearch,import_violation,scipy.stats is currently not allowed to be imported in this framework.
qwen3.5-9b,2,33,BoundedGaussianDifferentialSearch,runtime_error,NameError: name 'grad_info' is not defined
qwen3.5-9b,2,34,GuidedAdaptiveDifferentialEvolution,interface_mismatch,__call__ failed: 'GuidedAdaptiveDifferentialEvolution' object is not callable
qwen3.5-9b,2,35,AdaptivePerturbationSearch,unclassified_success,ok
qwen3.5-9b,2,36,CovarianceAdaptivePopulationSearch,runtime_error,AttributeError: 'CovarianceAdaptivePopulationSearch' object has no attribute '_get_best_population_state'
qwen3.5-9b,2,37,AdaptiveCovariancePatternSearch,interface_mismatch,__init__ failed: object.__init__() takes exactly one argument (the instance to initialize)
qwen3.5-9b,2,38,AdaptiveMultiAgentEvolution,code_generation,"expected '(' (<unknown>, line 113)"
qwen3.5-9b,2,39,DynamicScaleSearch,runtime_error,__init__ raised NameError: name 'np' is not defined
qwen3.5-9b,2,40,CovarianceAdaptiveDifferentialEvolution,runtime_error,NameError: name 'evaluation_count' is not defined
qwen3.5-9b,2,41,AdaptiveDimensionalSearch,code_generation,"expected an indented block after class definition on line 1 (<unknown>, line 2)"
qwen3.5-9b,2,42,,code_generation,no class definition found
qwen3.5-9b,2,43,,code_generation,no class definition found
qwen3.5-9b,2,44,OrbitBasedAdaptiveDiversitySearch,code_generation,"expected an indented block after function definition on line 4 (<unknown>, line 9)"
qwen3.5-9b,2,45,,code_generation,no class definition found
qwen3.5-9b,2,47,MultiResolutionAdaptiveHillClimber,runtime_error,NameError: name 'last_radius' is not defined
qwen3.5-9b,2,48,MomentumTrailExplorer,runtime_error,ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
qwen3.5-9b,2,49,,code_generation,no class definition found
qwen3.5-9b,2,50,,code_generation,no class definition found
qwen3.5-9b,2,52,AdaptiveOppositionCooperativePSO,runtime_error,__init__ raised AttributeError: 'AdaptiveOppositionCooperativePSO' object has no attribute '_eval'
qwen3.5-9b,2,53,AdaptiveEliteSearch,interface_mismatch,__call__ failed: 'AdaptiveEliteSearch' object is not callable
qwen3.5-9b,2,54,AdaptiveIncrementalTrustRegionSearch,runtime_error,NameError: name 'pop_size' is not defined
qwen3.5-9b,2,56,AdaptiveMicroPopulationSearch,code_generation,"expected an indented block after 'if' statement on line 122 (<unknown>, line 124)"
qwen3.5-9b,2,58,AdaptiveCovarianceParticleOptimizer,code_generation,"invalid syntax. Perhaps you forgot a comma? (<unknown>, line 54)"
qwen3.5-9b,2,59,,code_generation,no class definition found
qwen3.5-9b,2,60,APDS,code_generation,"unterminated string literal (detected at line 30) (<unknown>, line 30)"
qwen3.5-9b,2,61,EnsembleAdaptiveHillClimbWithCoordinateDescent,code_generation,"invalid syntax (<unknown>, line 40)"
qwen3.5-9b,2,62,,code_generation,no class definition found
qwen3.5-9b,2,63,AdaptiveCovarianceParticleSearch,runtime_error,AttributeError: 'AdaptiveCovarianceParticleSearch' object has no attribute 'get_prev_x'
qwen3.5-9b,2,64,AdaptiveMultiPointHarvestOptimizer,interface_mismatch,__call__ failed: unsupported operand type(s) for -: 'tuple' and 'tuple'
qwen3.5-9b,2,65,AdaptiveDiversitySearch,runtime_error,AttributeError: 'AdaptiveDiversitySearch' object has no attribute 'x_opt_old'
qwen3.5-9b,2,66,QuantumInpiredCovarianceAdaptation,import_violation,"scipy.optimize, scipy.stats are currently not allowed to be imported in this framework."
qwen3.5-9b,2,68,AdaptiveMultiDirectionalSearch,interface_mismatch,__call__ failed: 'AdaptiveMultiDirectionalSearch' object is not callable
qwen3.5-9b,2,69,AdaptiveCovariantResilientSearch,code_generation,"expected an indented block after class definition on line 3 (<unknown>, line 5)"
qwen3.5-9b,2,70,,code_generation,no class definition found
qwen3.5-9b,2,71,AdaptiveCovarianceDifferentialSearch,code_generation,"invalid syntax (<unknown>, line 27)"
qwen3.5-9b,2,72,AdaptivePopulationSearch,code_generation,"invalid syntax (<unknown>, line 43)"
qwen3.5-9b,2,73,AdaptiveMomentumGradientSearch,code_generation,"invalid syntax (<unknown>, line 5)"
qwen3.5-9b,2,74,AdaptivePatternRefinementSearch,runtime_error,IndexError: list index out of range
qwen3.5-9b,2,75,AdaptiveCovarianceMomentumSearch,code_generation,"unterminated string literal (detected at line 112) (<unknown>, line 112)"
qwen3.5-9b,2,77,AdaptivePopulationCorrelatedSearch,interface_mismatch,__call__ failed: 'AdaptivePopulationCorrelatedSearch' object is not callable
qwen3.5-9b,2,78,OscillatoryAdaptiveLearnedSearch,code_generation,"invalid syntax (<unknown>, line 25)"
qwen3.5-9b,2,79,AdaptiveCovarianceMultiPointSearch,runtime_error,"ValueError: operands could not be broadcast together with shapes (2,) (4,) "
qwen3.5-9b,2,80,AdaptivePopulationRandomDifferentialSearch,runtime_error,AttributeError: module 'numpy' has no attribute 'isobject'
qwen3.5-9b,2,81,GradientAdaptiveMomentumOptimizer,code_generation,"unterminated string literal (detected at line 105) (<unknown>, line 105)"
qwen3.5-9b,2,82,,code_generation,no class definition found
qwen3.5-9b,2,83,EnhancedCMAESOptimizer,runtime_error,__init__ raised NameError: name 'pop_size' is not defined
qwen3.5-9b,2,85,RobustAdaptiveCoordinateSearch,code_generation,"expected an indented block after function definition on line 16 (<unknown>, line 17)"
qwen3.5-9b,2,86,DualStratumAdaptiveSearch,code_generation,"unterminated string literal (detected at line 78) (<unknown>, line 78)"
qwen3.5-9b,2,87,,code_generation,no class definition found
qwen3.5-9b,2,88,AdaptiveDifferentialEvolutionSmart,interface_mismatch,__call__ failed: 'AdaptiveDifferentialEvolutionSmart' object is not callable
qwen3.5-9b,2,89,NeuroAdaptiveDimensionalSearch,code_generation,"invalid syntax (<unknown>, line 48)"
qwen3.5-9b,2,90,EnhancedAdaptiveMomentumSearch,runtime_error,NameError: name 'species' is not defined
qwen3.5-9b,2,91,AdaptiveDirectionalSearch,interface_mismatch,__call__ failed: 'float' object does not support item assignment
qwen3.5-9b,2,92,SelfAdaptiveDifferentialEvolutionDPE,runtime_error,NameError: name 'f_opt_check' is not defined
qwen3.5-9b,2,93,ProgressiveEliteSearch,code_generation,"expected an indented block after class definition on line 1 (<unknown>, line 1)"
qwen3.5-9b,2,94,CovarianceAdaptivePopulationSearch,interface_mismatch,__call__ failed: uniform() takes at most 3 positional arguments (4 given)
qwen3.5-9b,2,96,AdaptiveCooperativeParticleSearch,interface_mismatch,__call__ failed: 'AdaptiveCooperativeParticleSearch' object is not callable
qwen3.5-9b,2,97,AdaptiveMemeticEvolutionaryAlgorithm,interface_mismatch,__call__ failed: 'AdaptiveMemeticEvolutionaryAlgorithm' object is not callable
qwen3.5-9b,2,98,AdaptiveCovarianceEvolutionSearch,code_generation,"invalid syntax (<unknown>, line 124)"
qwen3.5-9b,2,99,AdaptiveDimensionalSearch,code_generation,"unterminated string literal (detected at line 198) (<unknown>, line 198)"
qwen3.5-9b,3,1,,code_generation,no class definition found
qwen3.5-9b,3,2,AdaptiveES,interface_mismatch,__call__ failed: 'AdaptiveES' object is not callable
qwen3.5-9b,3,4,AdaptiveDifferentialEvolution,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,3,5,,code_generation,no class definition found
qwen3.5-9b,3,6,,code_generation,no class definition found
qwen3.5-9b,3,7,,code_generation,no class definition found
qwen3.5-9b,3,8,,code_generation,no class definition found
qwen3.5-9b,3,9,,code_generation,"unexpected indent (<unknown>, line 1)"
qwen3.5-9b,3,12,HierarchicalAdaptiveSearch,runtime_error,NameError: name 'dim' is not defined
qwen3.5-9b,3,13,MultiScaleEvolutionarySearch,code_generation,"invalid syntax (<unknown>, line 37)"
qwen3.5-9b,3,14,,code_generation,no class definition found
qwen3.5-9b,3,15,ImprovedPatternSearch,runtime_error,__init__ raised NameError: name 'np' is not defined
qwen3.5-9b,3,16,AdaptiveForceFieldSearch,interface_mismatch,__call__ failed: only integer scalar arrays can be converted to a scalar index
qwen3.5-9b,3,17,,code_generation,no class definition found
